,file_name,set_name,loss,dice
0,Radiographs/868.JPG,train,0.48013902,0.9421186
1,Radiographs/25.JPG,train,0.4704525,0.94793516
2,Radiographs/603.JPG,train,0.47989774,0.94776434
3,Radiographs/775.JPG,train,0.504267,0.9512487
4,Radiographs/428.JPG,train,0.48054814,0.95508754
5,Radiographs/45.JPG,train,0.46164566,0.93717575
6,Radiographs/47.JPG,train,0.4599297,0.95872045
7,Radiographs/157.JPG,train,0.4493081,0.9471785
8,Radiographs/106.JPG,train,0.4765876,0.946289
9,Radiographs/183.JPG,train,0.46475077,0.9512047
10,Radiographs/121.JPG,train,0.46427435,0.93752337
11,Radiographs/750.JPG,train,0.471483,0.95675176
12,Radiographs/618.JPG,train,0.47411656,0.9634938
13,Radiographs/248.JPG,train,0.46057862,0.9487559
14,Radiographs/498.JPG,train,0.45033312,0.95488906
15,Radiographs/261.JPG,train,0.6136888,0.9704548
16,Radiographs/575.JPG,train,0.47865057,0.94246733
17,Radiographs/554.JPG,train,0.5339167,0.96030605
18,Radiographs/300.JPG,train,0.4936614,0.94771814
19,Radiographs/650.JPG,train,0.56841016,0.9610835
20,Radiographs/488.JPG,train,0.49627274,0.95746857
21,Radiographs/1009.JPG,train,0.47968256,0.94884366
22,Radiographs/521.JPG,train,0.47415948,0.94716763
23,Radiographs/651.JPG,train,0.5516844,0.9546789
24,Radiographs/995.JPG,train,0.53355086,0.95546687
25,Radiographs/27.JPG,train,0.4707889,0.943698
26,Radiographs/844.JPG,train,0.46832818,0.93740886
27,Radiographs/706.JPG,train,0.61364394,0.97083646
28,Radiographs/797.JPG,train,0.49056482,0.9436505
29,Radiographs/955.JPG,train,0.49462467,0.9373061
30,Radiographs/285.JPG,train,0.46744,0.95666796
31,Radiographs/693.JPG,train,0.45385176,0.9376357
32,Radiographs/952.JPG,train,0.4855438,0.9445438
33,Radiographs/120.JPG,train,0.46988422,0.94473916
34,Radiographs/348.JPG,train,0.4749642,0.9534679
35,Radiographs/61.JPG,train,0.46416855,0.95000696
36,Radiographs/398.JPG,train,0.49757868,0.9475638
37,Radiographs/57.JPG,train,0.42972022,0.9514714
38,Radiographs/462.JPG,train,0.5275477,0.95187855
39,Radiographs/998.JPG,train,0.4792521,0.9500713
40,Radiographs/54.JPG,train,0.46046954,0.9526554
41,Radiographs/1008.JPG,train,0.4748274,0.95467204
42,Radiographs/249.JPG,train,0.45794302,0.9488344
43,Radiographs/859.JPG,train,0.49902993,0.9464502
44,Radiographs/619.JPG,train,0.48396188,0.9439984
45,Radiographs/782.JPG,train,0.4631183,0.94701284
46,Radiographs/687.JPG,train,0.5301086,0.9557048
47,Radiographs/843.JPG,train,0.5399748,0.9555337
48,Radiographs/413.JPG,train,0.4562115,0.9479461
49,Radiographs/123.JPG,train,0.44729906,0.9379876
50,Radiographs/610.JPG,train,0.47071105,0.9413906
51,Radiographs/117.JPG,train,0.4961372,0.9395982
52,Radiographs/20.JPG,train,0.47063786,0.9561047
53,Radiographs/769.JPG,train,0.46893138,0.9506246
54,Radiographs/968.JPG,train,0.5636848,0.95995146
55,Radiographs/646.JPG,train,0.46126306,0.9524938
56,Radiographs/804.JPG,train,0.48393607,0.9482448
57,Radiographs/987.JPG,train,0.46041632,0.95448285
58,Radiographs/459.JPG,train,0.61364233,0.97085
59,Radiographs/75.JPG,train,0.4860906,0.95079625
60,Radiographs/962.JPG,train,0.60702646,0.9669862
61,Radiographs/695.JPG,train,0.49703515,0.94708556
62,Radiographs/836.JPG,train,0.514914,0.95493066
63,Radiographs/1020.JPG,train,0.47611022,0.9524983
64,Radiographs/786.JPG,train,0.48659098,0.9543489
65,Radiographs/926.JPG,train,0.46501917,0.9455704
66,Radiographs/537.JPG,train,0.55200875,0.9457371
67,Radiographs/333.JPG,train,0.49225956,0.9486723
68,Radiographs/71.JPG,train,0.44763738,0.94439006
69,Radiographs/622.JPG,train,0.57455534,0.9566886
70,Radiographs/894.JPG,train,0.51646256,0.95182633
71,Radiographs/253.JPG,train,0.47825086,0.9529524
72,Radiographs/404.JPG,train,0.44867158,0.95131725
73,Radiographs/647.JPG,train,0.47421777,0.9496573
74,Radiographs/564.JPG,train,0.53606856,0.9588832
75,Radiographs/193.JPG,train,0.5006577,0.9464333
76,Radiographs/189.JPG,train,0.47878242,0.95146036
77,Radiographs/26.JPG,train,0.45486343,0.9529923
78,Radiographs/1024.JPG,train,0.4559862,0.9517204
79,Radiographs/85.JPG,train,0.45130682,0.94508106
80,Radiographs/519.JPG,train,0.46994394,0.9445468
81,Radiographs/530.JPG,train,0.50673056,0.95453745
82,Radiographs/691.JPG,train,0.43095964,0.9475222
83,Radiographs/820.JPG,train,0.4823317,0.95673275
84,Radiographs/670.JPG,train,0.47143924,0.9493448
85,Radiographs/531.JPG,train,0.5011365,0.9547106
86,Radiographs/753.JPG,train,0.58642757,0.9650009
87,Radiographs/559.JPG,train,0.49054968,0.9540964
88,Radiographs/481.JPG,train,0.4847691,0.9458175
89,Radiographs/1021.JPG,train,0.47813904,0.95465684
90,Radiographs/592.JPG,train,0.4679783,0.9517289
91,Radiographs/852.JPG,train,0.4771874,0.9509543
92,Radiographs/90.JPG,train,0.47823012,0.951924
93,Radiographs/479.JPG,train,0.48868936,0.9386104
94,Radiographs/553.JPG,train,0.51836884,0.9453849
95,Radiographs/74.JPG,train,0.45768625,0.9446678
96,Radiographs/829.JPG,train,0.466268,0.9504313
97,Radiographs/631.JPG,train,0.4666568,0.94551694
98,Radiographs/922.JPG,train,0.5409913,0.95350057
99,Radiographs/229.JPG,train,0.49124956,0.94999236
100,Radiographs/24.JPG,train,0.46670532,0.95471156
101,Radiographs/352.JPG,train,0.60508347,0.96782434
102,Radiographs/108.JPG,train,0.4776122,0.95285124
103,Radiographs/833.JPG,train,0.4809206,0.9513482
104,Radiographs/492.JPG,train,0.45505458,0.9577174
105,Radiographs/297.JPG,train,0.45126694,0.9474961
106,Radiographs/166.JPG,train,0.4621451,0.957648
107,Radiographs/400.JPG,train,0.5631162,0.95322734
108,Radiographs/832.JPG,train,0.43915415,0.9472233
109,Radiographs/206.JPG,train,0.47951388,0.94542634
110,Radiographs/746.JPG,train,0.49775064,0.9545504
111,Radiographs/666.JPG,train,0.6136099,0.9711252
112,Radiographs/1028.JPG,train,0.46099818,0.95508504
113,Radiographs/574.JPG,train,0.44528288,0.95045733
114,Radiographs/507.JPG,train,0.4855014,0.9514979
115,Radiographs/214.JPG,train,0.46424657,0.9530358
116,Radiographs/424.JPG,train,0.5027392,0.9529743
117,Radiographs/736.JPG,train,0.48970395,0.95305187
118,Radiographs/822.JPG,train,0.4531101,0.9449897
119,Radiographs/950.JPG,train,0.5815966,0.96068114
120,Radiographs/663.JPG,train,0.49395472,0.9523326
121,Radiographs/39.JPG,train,0.48705035,0.94349205
122,Radiographs/422.JPG,train,0.43941432,0.9516598
123,Radiographs/779.JPG,train,0.4543984,0.94985956
124,Radiographs/209.JPG,train,0.49778688,0.95108587
125,Radiographs/125.JPG,train,0.46674013,0.95493436
126,Radiographs/486.JPG,train,0.46889848,0.95522684
127,Radiographs/228.JPG,train,0.48678106,0.952086
128,Radiographs/478.JPG,train,0.47255808,0.9532858
129,Radiographs/415.JPG,train,0.43683386,0.95361006
130,Radiographs/335.JPG,train,0.44170827,0.953971
131,Radiographs/986.JPG,train,0.48031175,0.9508956
132,Radiographs/944.JPG,train,0.46609408,0.95012915
133,Radiographs/512.JPG,train,0.43707764,0.9503589
134,Radiographs/621.JPG,train,0.49532485,0.9573663
135,Radiographs/227.JPG,train,0.47382694,0.94604146
136,Radiographs/811.JPG,train,0.4756412,0.948765
137,Radiographs/912.JPG,train,0.46359283,0.95124245
138,Radiographs/988.JPG,train,0.4881131,0.9520889
139,Radiographs/466.JPG,train,0.4731192,0.9538325
140,Radiographs/241.JPG,train,0.4851961,0.9512408
141,Radiographs/48.JPG,train,0.43811864,0.9400732
142,Radiographs/641.JPG,train,0.50786936,0.9525731
143,Radiographs/497.JPG,train,0.4701649,0.9473157
144,Radiographs/375.JPG,train,0.56287265,0.96212107
145,Radiographs/339.JPG,train,0.6136529,0.97075945
146,Radiographs/395.JPG,train,0.47495258,0.94829255
147,Radiographs/582.JPG,train,0.486984,0.9465849
148,Radiographs/159.JPG,train,0.587296,0.9538638
149,Radiographs/880.JPG,train,0.58657086,0.96138173
150,Radiographs/423.JPG,train,0.4914025,0.934316
151,Radiographs/82.JPG,train,0.47217637,0.952934
152,Radiographs/263.JPG,train,0.4572962,0.9455691
153,Radiographs/147.JPG,train,0.47070056,0.94269466
154,Radiographs/444.JPG,train,0.5535405,0.9571058
155,Radiographs/370.JPG,train,0.47137153,0.94699514
156,Radiographs/154.JPG,train,0.4706514,0.95061314
157,Radiographs/319.JPG,train,0.51022303,0.9492702
158,Radiographs/436.JPG,train,0.499735,0.9513713
159,Radiographs/371.JPG,train,0.48781008,0.9429834
160,Radiographs/225.JPG,train,0.47456467,0.9410145
161,Radiographs/991.JPG,train,0.46857268,0.9517607
162,Radiographs/23.JPG,train,0.47096032,0.9527292
163,Radiographs/976.JPG,train,0.48297185,0.95561296
164,Radiographs/588.JPG,train,0.49126482,0.9478736
165,Radiographs/81.JPG,train,0.48887902,0.9526826
166,Radiographs/756.JPG,train,0.46482235,0.95593244
167,Radiographs/594.JPG,train,0.4698552,0.9471973
168,Radiographs/460.JPG,train,0.4321035,0.9487452
169,Radiographs/694.JPG,train,0.46220124,0.9460474
170,Radiographs/111.JPG,train,0.4894452,0.9486729
171,Radiographs/854.JPG,train,0.5301879,0.9597678
172,Radiographs/990.JPG,train,0.57244205,0.96450543
173,Radiographs/200.JPG,train,0.48945445,0.958983
174,Radiographs/982.JPG,train,0.44305295,0.95217043
175,Radiographs/864.JPG,train,0.43576074,0.95376164
176,Radiographs/577.JPG,train,0.476139,0.94981486
177,Radiographs/451.JPG,train,0.4463485,0.9485025
178,Radiographs/152.JPG,train,0.46819055,0.94501305
179,Radiographs/98.JPG,train,0.4792384,0.9467137
180,Radiographs/802.JPG,train,0.48550314,0.9580752
181,Radiographs/901.JPG,train,0.4949988,0.9472322
182,Radiographs/696.JPG,train,0.45569855,0.9414507
183,Radiographs/381.JPG,train,0.43057615,0.9447379
184,Radiographs/342.JPG,train,0.4644364,0.94709015
